Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissement;Nom de la commune;Code INSEE de la commune;Secteur;Effectifs;IPS;Ecart-type de l'IPS
2023-2024;BESANCON;025;DOUBS;0251064W;COLLEGE PRIVE SAINT JOSEPH;LES FONTENELLES;25248;privé sous contrat;73;96.6;24.3
2023-2024;BESANCON;025;DOUBS;0251208C;COLLEGE PIERRE JOSEPH PROUDHON;BESANCON;25056;public;570;93.7;35.4
2023-2024;BESANCON;025;DOUBS;0251211F;COLLEGE PAUL LANGEVIN;ETUPES;25228;public;561;102.6;35.5
2023-2024;BESANCON;025;DOUBS;0251373G;COLLEGE MONT MIROIR;MAICHE;25356;public;457;93.8;30.0
2023-2024;BESANCON;025;DOUBS;0251375J;COLLEGE DES QUATRE TERRES;HERIMONCOURT;25304;public;327;88.1;30.0
2023-2024;BESANCON;025;DOUBS;0251397H;COLLEGE LES HAUTES VIGNES;SELONCOURT;25539;public;329;80.2;31.1
2023-2024;BESANCON;025;DOUBS;0251556F;COLLEGE ANDRE BOULLOCHE;BART;25043;public;511;109.3;36.6
2023-2024;BESANCON;025;DOUBS;0251589S;INSTITUTION NOTRE DAME SAINT JEAN COLLEGE;BESANCON;25056;privé sous contrat;762;125.0;34.2
2023-2024;BESANCON;025;DOUBS;0251590T;COLLEGE PRIVE LES AUGUSTINS;PONTARLIER;25462;privé sous contrat;594;108.5;33.2
2023-2024;GRENOBLE;026;DROME;0260005P;COLLEGE OLIVIER DE SERRES;CLEON D ANDRAN;26095;public;501;112.6;31.9
2023-2024;GRENOBLE;026;DROME;0260012X;COLLEGE DANIEL FAUCHER;LORIOL SUR DROME;26166;public;384;99.0;32.2
2023-2024;GRENOBLE;026;DROME;0260021G;COLLEGE JEAN MACE;PORTES LES VALENCE;26252;public;661;95.4;31.6
2023-2024;GRENOBLE;026;DROME;0260032U;COLLEGE ANDRE COTTE;SAINT VALLIER;26333;public;652;92.5;32.4
2023-2024;GRENOBLE;026;DROME;0260070K;COLLEGE PRIVE SAINTE ANNE LA PROVIDENCE;VALENCE;26362;privé sous contrat;495;116.6;31.0
2023-2024;GRENOBLE;026;DROME;0260096N;COLLEGE PRIVE ANNE CARTIER;LIVRON SUR DROME;26165;privé sous contrat;588;111.0;30.5
2023-2024;GRENOBLE;026;DROME;0260099S;COLLEGE PRIVE SAINT PIERRE ET SAINT PAUL LE PENDILLON;SAINT DONAT SUR L HERBASSE;26301;privé sous contrat;279;102.5;24.5
2023-2024;GRENOBLE;026;DROME;0260117L;COLLEGE PAUL VALERY;VALENCE;26362;public;394;84.6;34.7
2023-2024;GRENOBLE;026;DROME;0260978X;COLLEGE MARCEL PAGNOL;VALENCE;26362;public;582;93.3;31.2
2023-2024;GRENOBLE;026;DROME;0260997T;COLLEGE ANDRE MALRAUX;ROMANS SUR ISERE;26281;public;677;105.7;37.2
2023-2024;GRENOBLE;026;DROME;0261032F;COLLEGE JEAN PERRIN;SAINT PAUL TROIS CHATEAUX;26324;public;622;109.0;37.1
2023-2024;GRENOBLE;026;DROME;0261088S;COLLEGE ALAIN BORNE;MONTELIMAR;26198;public;550;94.0;33.0
2023-2024;GRENOBLE;026;DROME;0261136U;COLLEGE PRIVE NOTRE DAME;VALENCE;26362;privé sous contrat;881;118.4;33.8
2023-2024;NORMANDIE;027;EURE;0270008M;COLLEGE EVARISTE GALOIS;BRETEUIL;27112;public;318;88.5;28.3
2023-2024;NORMANDIE;027;EURE;0270014U;COLLEGE AIME CHARPENTIER;MESNILS SUR ITON;27198;public;348;102.2;29.4
2023-2024;NORMANDIE;027;EURE;0270032N;COLLEGE PIERRE CORNEILLE;LE NEUBOURG;27428;public;526;99.8;30.4
2023-2024;NORMANDIE;027;EURE;0271047S;COLLEGE PRIVE JEANNE D ARC;GISORS;27284;privé sous contrat;349;113.2;27.6
2023-2024;NORMANDIE;027;EURE;0271099Y;COLLEGE JEANINE VANCAYZEELE;THIBERVILLE;27629;public;319;96.2;28.4
2023-2024;NORMANDIE;027;EURE;0271122Y;COLLEGE MAURICE DE BROGLIE;BROGLIE;27117;public;174;93.4;27.3
2023-2024;NORMANDIE;027;EURE;0271123Z;COLLEGE LEONARD DE VINCI;SAINT MARCEL;27562;public;537;108.5;36.3
2023-2024;NORMANDIE;027;EURE;0271447B;COLLEGE PRIVE SAINT ADJUTOR;VERNON;27681;privé sous contrat;444;137.0;29.5
2023-2024;NORMANDIE;027;EURE;0271450E;COLLEGE PRIVE SAINT OUEN;PONT AUDEMER;27467;privé sous contrat;328;117.3;33.5
2023-2024;NORMANDIE;027;EURE;0271482P;COLLEGE SIMONE SIGNORET;LE VAL D HAZEY;27022;public;490;98.3;32.1
2023-2024;NORMANDIE;027;EURE;0271533V;COLLEGE LA COTE DES DEUX AMANTS;ROMILLY SUR ANDELLE;27493;public;513;101.0;29.0
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280001Z;COLLEGE JULES FERRY;AUNEAU BLEURY SAINT SYMPHORIEN;28015;public;632;101.9;27.6
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280018T;COLLEGE LOUIS PERGAUD;COURVILLE SUR EURE;28116;public;644;105.6;31.3
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280034K;COLLEGE JEAN MACE;MAINVILLIERS;28229;public;439;88.9;30.3
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280716B;COLLEGE PIERRE ET MARIE CURIE;DREUX;28134;public;541;77.5;22.8
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0280755U;COLLEGE HELENE BOUCHER;CHARTRES;28085;public;825;112.1;36.5
2023-2024;ORLEANS-TOURS;028;EURE-ET-LOIR;0281043G;COLLEGE JEAN MONNET;LUISANT;28220;public;585;114.0;32.7
2023-2024;RENNES;029;FINISTERE;0290031B;COLLEGE LE PORZOU;CONCARNEAU;29039;public;336;110.6;34.1
2023-2024;RENNES;029;FINISTERE;0290047U;COLLEGE AUX QUATRE VENTS;LANMEUR;29113;public;363;109.7;32.4
2023-2024;RENNES;029;FINISTERE;0290093U;COLLEGE FRANCOIS COLLOBERT;PONT DE BUIS LES QUIMERCH;29302;public;275;107.1;29.0
2023-2024;RENNES;029;FINISTERE;0290100B;COLLEGE PENN AR C HLEUZ;BREST;29019;public;464;91.2;36.7
2023-2024;RENNES;029;FINISTERE;0290106H;COLLEGE PRIVE DOM MICHEL LE NOBLETZ;LE CONQUET;29040;privé sous contrat;142;102.8;29.0
2023-2024;RENNES;029;FINISTERE;0290107J;COLLEGE JULES FERRY;QUIMPERLE;29233;public;346;101.6;29.4
2023-2024;RENNES;029;FINISTERE;0290132L;COLLEGE LES SABLES BLANCS;CONCARNEAU;29039;public;275;103.0;30.5
2023-2024;RENNES;029;FINISTERE;0290151G;COLLEGE CAMILLE VALLAUX;LE RELECQ KERHUON;29235;public;391;121.6;39.1
2023-2024;RENNES;029;FINISTERE;0290153J;COLLEGE KERZOURAT;LANDIVISIAU;29105;public;443;95.1;25.2
2023-2024;RENNES;029;FINISTERE;0290243G;COLLEGE PRIVE SAINT VINCENT;BREST;29019;privé sous contrat;359;117.4;31.6
2023-2024;RENNES;029;FINISTERE;0290244H;COLLEGE PRIVE SAINT PIERRE;BRIEC;29020;privé sous contrat;302;105.3;28.9
2023-2024;RENNES;029;FINISTERE;0290247L;COLLEGE PRIVE SAINT TREMEUR;CARHAIX PLOUGUER;29024;privé sous contrat;188;101.8;22.0
2023-2024;RENNES;029;FINISTERE;0290253T;COLLEGE PRIVE NOTRE DAME D ESPERANCE;CLEDER;29030;privé sous contrat;99;110.0;27.2
2023-2024;RENNES;029;FINISTERE;0290301V;COLLEGE PRIVE ABBES TANGUY;PONT AVEN;29217;privé sous contrat;99;113.7;31.8
2023-2024;RENNES;029;FINISTERE;0290333E;COLLEGE JACQUES PREVERT;SAINT POL DE LEON;29259;public;402;99.8;33.2
2023-2024;RENNES;029;FINISTERE;0291592Y;COLLEGE AUGUSTE BRIZEUX;QUIMPER;29232;public;638;115.2;35.6
2023-2024;RENNES;029;FINISTERE;0291594A;COLLEGE DE L HARTELOIRE;BREST;29019;public;373;122.8;38.2
2023-2024;RENNES;029;FINISTERE;0291638Y;COLLEGE PRIVE SAINT JOSEPH;PLOUDALMEZEAU;29178;privé sous contrat;249;104.0;26.8
2023-2024;RENNES;029;FINISTERE;0291656T;COLLEGE PRIVE SAINT MICHEL;PLOUZANE;29212;privé sous contrat;287;120.7;28.2
2023-2024;RENNES;029;FINISTERE;0291880L;COLLEGE PRIVE LE LIKES LA SALLE;QUIMPER;29232;privé sous contrat;807;124.8;33.3
2023-2024;MONTPELLIER;030;GARD;0300013B;COLLEGE LE CASTELLAS;BESSEGES;30037;public;165;90.4;29.3
2023-2024;MONTPELLIER;030;GARD;0300025P;COLLEGE ROMAIN ROLLAND;NIMES;30189;public;345;61.4;15.7
2023-2024;MONTPELLIER;030;GARD;0300033Y;COLLEGE VOLTAIRE;REMOULINS;30212;public;584;107.7;31.7
2023-2024;MONTPELLIER;030;GARD;0300042H;COLLEGE MARCEAU LAPIERRE;SAINT JEAN DU GARD;30269;public;152;103.1;29.4
2023-2024;MONTPELLIER;030;GARD;0300050S;COLLEGE LA GARRIGUETTE;VERGEZE;30344;public;757;106.1;32.6
2023-2024;MONTPELLIER;030;GARD;0300055X;COLLEGE BERNARD DE VENTADOUR;BAGNOLS SUR CEZE;30028;public;703;105.2;33.2
2023-2024;MONTPELLIER;030;GARD;0300089J;COLLEGE PRIVE D ALZON SAINT FELIX;BEAUCAIRE;30032;privé sous contrat;257;110.3;31.9
2023-2024;MONTPELLIER;030;GARD;0300093N;COLLEGE PRIVE SAINT JEAN BAPTISTE DE LA SALLE;NIMES;30189;privé sous contrat;897;119.1;33.4
2023-2024;MONTPELLIER;030;GARD;0300949U;COLLEGE JEAN RACINE;ALES;30007;public;611;108.5;32.3
2023-2024;MONTPELLIER;030;GARD;0301098F;COLLEGE LES OLIVIERS;NIMES;30189;public;562;78.8;27.0
2023-2024;MONTPELLIER;030;GARD;0301283G;COLLEGE LOU REDOUNET;UZES;30334;public;640;107.7;31.6
2023-2024;MONTPELLIER;030;GARD;0301653J;COLLEGE PRIVEE D ALZON CANDIAC;VESTRIC ET CANDIAC;30347;privé sous contrat;671;121.4;29.8
2023-2024;MONTPELLIER;030;GARD;0301670C;COLLEGE FREDERIC DESMONS;SAINT GENIES DE MALGOIRES;30255;public;559;104.4;32.6
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0310008R;COLLEGE JOSEPH REY;CADOURS;31098;public;656;116.3;32.4
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0310012V;COLLEGE DU PLANTAUREL;CAZERES;31135;public;538;102.9;30.7
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0310015Y;COLLEGE PIERRE ET MARIE CURIE;LE FOUSSERET;31193;public;379;110.8;30.5
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0310031R;COLLEGE FRANCOIS CAZES;SAINT BEAT LEZ;31471;public;102;99.6;30.4
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0310035V;COLLEGE DES 3 VALLEES;SALIES DU SALAT;31523;public;455;106.9;31.4
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0310086A;COLLEGE GEORGE SAND;TOULOUSE;31555;public;339;72.3;21.0
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311169C;COLLEGE PRIVE SAINT LOUIS;TOULOUSE;31555;privé sous contrat;357;136.2;29.9
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311238C;COLLEGE JEAN JAURES;COLOMIERS;31149;public;517;99.4;36.2
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311266H;COLLEGE JEAN JAURES;CASTANET TOLOSAN;31113;public;652;132.7;37.3
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311333F;COLLEGE JEAN MOULIN;TOULOUSE;31555;public;517;106.6;42.8
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311580Z;COLLEGE ANDRE ABBAL;CARBONNE;31107;public;493;107.6;32.4
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311582B;COLLEGE DES PONTS JUMEAUX;TOULOUSE;31555;public;405;122.9;41.5
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0311690U;COLLEGE FRANCOIS MITTERRAND;CARAMAN;31106;public;451;117.1;33.9
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0312092F;COLLEGE VICTOR HUGO;COLOMIERS;31149;public;340;130.3;39.7
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0312220V;COLLEGE DANIEL SORANO;PINS JUSTARET;31421;public;826;123.3;35.1
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0312284P;COLLEGE PRIVE OHR TORAH;TOULOUSE;31555;privé sous contrat;70;125.5;35.0
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0312423R;COLLEGE FRANCOIS MITTERRAND;FENOUILLET;31182;public;522;103.0;35.4
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0312478A;COLLEGE CLAUDE CORNAC;GRATENTOUR;31230;public;689;119.6;34.7
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0312699R;COLLEGE CONDORCET;NAILLOUX;31396;public;504;121.9;33.5
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0312842W;COLLEGE SIMONE VEIL;SAINT JORY;31490;public;584;109.3;33.5
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0312868Z;COLLEGE NELSON MANDELA;NOE;31399;public;777;110.7;32.2
2023-2024;TOULOUSE;031;HAUTE-GARONNE;0313080E;COLLEGE SAINT SIMON TOULOUSE;TOULOUSE;31555;public;549;89.8;35.1
2023-2024;TOULOUSE;032;GERS;0320027F;COLLEGE D ARTAGNAN;NOGARO;32296;public;325;99.7;31.9
2023-2024;TOULOUSE;032;GERS;0320029H;COLLEGE VAL D ADOUR;RISCLE;32344;public;205;102.9;27.9
2023-2024;BORDEAUX;033;GIRONDE;0330008E;COLLEGE JEAN VERDIER;AUDENGE;33019;public;534;112.5;30.9
2023-2024;BORDEAUX;033;GIRONDE;0330017P;COLLEGE JEAN ZAY;BIGANOS;33051;public;485;108.8;29.2
2023-2024;BORDEAUX;033;GIRONDE;0330059K;COLLEGE ANATOLE FRANCE;CADILLAC SUR GARONNE;33081;public;563;111.4;32.9
2023-2024;BORDEAUX;033;GIRONDE;0330064R;COLLEGE ALIENOR D AQUITAINE;CASTILLON LA BATAILLE;33108;public;392;85.8;28.8
2023-2024;BORDEAUX;033;GIRONDE;0330100E;COLLEGE ELEONORE DE PROVENCE;MONSEGUR;33289;public;248;102.1;34.9
2023-2024;BORDEAUX;033;GIRONDE;0330103H;COLLEGE PIERRE DE BELLEYME;PAUILLAC;33314;public;842;88.7;27.2
2023-2024;BORDEAUX;033;GIRONDE;0330122D;COLLEGE FRANCOIS MAURIAC;SAINT SYMPHORIEN;33484;public;394;100.1;28.4
2023-2024;BORDEAUX;033;GIRONDE;0330138W;COLLEGE JEAN AVIOTTE;GUITRES;33198;public;427;96.7;28.0
2023-2024;BORDEAUX;033;GIRONDE;0330146E;COLLEGE GISELE HALIMI;MERIGNAC;33281;public;604;97.4;36.8
2023-2024;BORDEAUX;033;GIRONDE;0331462K;COLLEGE FRANSCISCO GOYA;BORDEAUX;33063;public;324;117.5;42.3
2023-2024;BORDEAUX;033;GIRONDE;0331492T;COLLEGE PRIVE ASSOMPTION SAINTE CLOTILDE;BORDEAUX;33063;privé sous contrat;608;141.3;27.2
2023-2024;BORDEAUX;033;GIRONDE;0331524C;COLLEGE PRIVE JEAN J LATASTE;CADILLAC SUR GARONNE;33081;privé sous contrat;213;118.7;31.3
2023-2024;BORDEAUX;033;GIRONDE;0331529H;COLLEGE PRIVE JEANNE D ARC ASSOMPTION;PESSAC;33318;privé sous contrat;600;142.3;29.3
2023-2024;BORDEAUX;033;GIRONDE;0331752A;COLLEGE MARCELLIN BERTHELOT;BEGLES;33039;public;547;123.5;38.4
2023-2024;BORDEAUX;033;GIRONDE;0331754C;COLLEGE EMMANUEL DUPATY;BLANQUEFORT;33056;public;668;111.5;34.1
2023-2024;BORDEAUX;033;GIRONDE;0331757F;COLLEGE DE SAINT ANDRE DE CUBZAC;SAINT ANDRE DE CUBZAC;33366;public;771;98.4;30.8
2023-2024;BORDEAUX;033;GIRONDE;0331885V;COLLEGE JEAN JAURES;CENON;33119;public;732;86.3;30.9
2023-2024;BORDEAUX;033;GIRONDE;0332082J;COLLEGE EDOUARD VAILLANT;BORDEAUX;33063;public;479;89.5;36.1
2023-2024;BORDEAUX;033;GIRONDE;0332195G;COLLEGE VICTOR LOUIS;TALENCE;33522;public;721;106.6;36.2
2023-2024;BORDEAUX;033;GIRONDE;0332327A;COLLEGE PRIVE SAINT CLEMENT;CUDOS;33144;privé sous contrat;124;110.5;30.5
2023-2024;BORDEAUX;033;GIRONDE;0332347X;COLLEGE SEBASTIEN VAUBAN;BLAYE;33058;public;691;92.3;32.1
2023-2024;BORDEAUX;033;GIRONDE;0332489B;COLLEGE PRIVE NOTRE DAME;BORDEAUX;33063;privé sous contrat;223;128.8;28.1
2023-2024;BORDEAUX;033;GIRONDE;0332490C;COLLEGE PRIVE SAINT GENES LA SALLE;BORDEAUX;33063;privé sous contrat;1259;147.9;26.4
2023-2024;BORDEAUX;033;GIRONDE;0332657J;COLLEGE JEAN COCTEAU;LEGE CAP FERRET;33236;public;551;111.7;31.4
2023-2024;BORDEAUX;033;GIRONDE;0333134C;COLLEGE DE L ESTEY;SAINT JEAN D ILLAC;33422;public;496;123.7;32.6
2023-2024;MONTPELLIER;034;HERAULT;0340025T;COLLEGE LES DEUX PINS;FRONTIGNAN;34108;public;639;98.9;31.2
2023-2024;MONTPELLIER;034;HERAULT;0340031Z;COLLEGE FREDERIC MISTRAL;LUNEL;34145;public;678;80.3;27.3
2023-2024;MONTPELLIER;034;HERAULT;0340032A;COLLEGE LES ARBOURYS;MAGALAS;34147;public;422;105.0;32.7
2023-2024;MONTPELLIER;034;HERAULT;0340070S;COLLEGE DU JAUR;SAINT PONS DE THOMIERES;34284;public;237;99.8;29.4
2023-2024;MONTPELLIER;034;HERAULT;0340111L;COLLEGE CLEMENCEAU;MONTPELLIER;34172;public;429;104.2;40.5
2023-2024;MONTPELLIER;034;HERAULT;0340117T;COLLEGE PAUL DARDE;LODEVE;34142;public;692;99.2;34.5
2023-2024;MONTPELLIER;034;HERAULT;0340907B;COLLEGE PRIVE SAINTE MARTHE;TOURBES;34311;privé sous contrat;311;117.5;22.9
2023-2024;MONTPELLIER;034;HERAULT;0340973Y;COLLEGE JEAN JAURES;MEZE;34157;public;436;105.7;33.3
2023-2024;MONTPELLIER;034;HERAULT;0340998A;COLLEGE JEU DE MAIL;MONTPELLIER;34172;public;489;105.8;39.8
2023-2024;MONTPELLIER;034;HERAULT;0342012C;ESTABLIMENT SEGONDARI CALANDRETA LEON CORDAS COLLEGE PRIVE;MONTPELLIER;34172;privé sous contrat;138;124.6;31.6
2023-2024;MONTPELLIER;034;HERAULT;0342036D;COLLEGE PIERRE MENDES FRANCE;JACOU;34120;public;833;128.1;34.2
2023-2024;MONTPELLIER;034;HERAULT;0342051V;COLLEGE VINCENT BADIE;MONTARNAUD;34163;public;619;119.2;33.4
2023-2024;MONTPELLIER;034;HERAULT;0342326U;COLLEGE BOBY LAPOINTE;ROUJAN;34237;public;499;103.4;31.9
2023-2024;RENNES;035;ILLE-ET-VILAINE;0350002M;COLLEGE PIERRE BROSSOLETTE;BRUZ;35047;public;600;116.2;35.0
2023-2024;RENNES;035;ILLE-ET-VILAINE;0350017D;COLLEGE DU QUERPON;VAL D ANAST;35168;public;340;100.5;29.7
2023-2024;RENNES;035;ILLE-ET-VILAINE;0350836U;COLLEGE PRIVE SAINT MARTIN QUARTIER SAINTE GENEVIEVE;RENNES;35238;privé sous contrat;403;123.6;34.1
2023-2024;RENNES;035;ILLE-ET-VILAINE;0350848G;COLLEGE PRIVE SAINT ANDRE;VAL COUESNON;35004;privé sous contrat;174;94.4;23.5
2023-2024;RENNES;035;ILLE-ET-VILAINE;0350853M;COLLEGE PRIVE SAINT JOSEPH;CANCALE;35049;privé sous contrat;303;110.4;28.2
2023-2024;RENNES;035;ILLE-ET-VILAINE;0350854N;COLLEGE PRIVE SAINT JOSEPH;CHATEAUBOURG;35068;privé sous contrat;488;122.9;28.5
2023-2024;RENNES;035;ILLE-ET-VILAINE;0350863Y;COLLEGE PRIVE SAINT JOSEPH;LA GUERCHE DE BRETAGNE;35125;privé sous contrat;541;100.2;26.3
2023-2024;RENNES;035;ILLE-ET-VILAINE;0350874K;COLLEGE PRIVE SAINT YVES;MORDELLES;35196;privé sous contrat;746;114.3;27.5
2023-2024;RENNES;035;ILLE-ET-VILAINE;0350877N;COLLEGE PRIVE SAINT JOSEPH;PLEINE FOUGERES;35222;privé sous contrat;181;98.0;22.2
2023-2024;RENNES;035;ILLE-ET-VILAINE;0350887Z;COLLEGE PRIVE NOTRE DAME;SAINT MEEN LE GRAND;35297;privé sous contrat;226;108.4;30.6
2023-2024;RENNES;035;ILLE-ET-VILAINE;0350895H;COLLEGE ROSA PARKS;RENNES;35238;public;481;74.8;27.3
2023-2024;RENNES;035;ILLE-ET-VILAINE;0350913C;COLLEGE CLOTILDE VAUTIER;RENNES;35238;public;430;86.7;41.7
2023-2024;RENNES;035;ILLE-ET-VILAINE;0350916F;COLLEGE DUGUAY TROUIN;SAINT MALO;35288;public;542;104.0;34.3
2023-2024;RENNES;035;ILLE-ET-VILAINE;0350965J;COLLEGE LE LANDRY;RENNES;35238;public;527;116.4;43.3
2023-2024;RENNES;035;ILLE-ET-VILAINE;0351791G;COLLEGE LOUIS GUILLOUX;MONTFORT SUR MEU;35188;public;763;109.7;34.0
2023-2024;RENNES;035;ILLE-ET-VILAINE;0351849V;COLLEGE AMAND BRIONNE;SAINT AUBIN D AUBIGNE;35251;public;591;114.9;33.8
2023-2024;RENNES;035;ILLE-ET-VILAINE;0352069J;COLLEGE PRIVE SAINT VINCENT PROVIDENCE;RENNES;35238;privé sous contrat;723;143.0;31.5
2023-2024;RENNES;035;ILLE-ET-VILAINE;0352070K;COLLEGE PRIVE ASSOMPTION;RENNES;35238;privé sous contrat;917;142.7;30.6
2023-2024;RENNES;035;ILLE-ET-VILAINE;0352183H;COLLEGE MATHURIN MEHEUT;MELESSE;35173;public;567;123.8;34.0
2023-2024;RENNES;035;ILLE-ET-VILAINE;0352448W;COLLEGE PIERRE OLIVIER MALHERBE;CHATEAUBOURG;35068;public;680;115.1;32.3
2023-2024;RENNES;035;ILLE-ET-VILAINE;0352589Z;COLLEGE JEAN MOULIN;SAINT JACQUES DE LA LANDE;35281;public;442;93.7;36.6
2023-2024;RENNES;035;ILLE-ET-VILAINE;0352760K;COLLEGE GERMAINE TILLION;LA MEZIERE;35177;public;569;123.6;31.7
2023-2024;RENNES;035;ILLE-ET-VILAINE;0352958A;COLLEGE FRANCOISE ELIE;BREAL SOUS MONTFORT;35037;public;657;113.1;29.7
2023-2024;ORLEANS-TOURS;036;INDRE;0360018Z;COLLEGE JOLIOT CURIE;CHATILLON SUR INDRE;36045;public;169;93.4;27.7
2023-2024;ORLEANS-TOURS;036;INDRE;0360030M;COLLEGE VINCENT ROTINAT;NEUVY SAINT SEPULCHRE;36141;public;245;99.7;25.7
2023-2024;ORLEANS-TOURS;036;INDRE;0360038W;COLLEGE JEAN ROSTAND;TOURNON SAINT MARTIN;36224;public;116;96.3;26.9
2023-2024;ORLEANS-TOURS;036;INDRE;0360511K;COLLEGE PRIVE IMMACULEE CONCEPTION;BUZANCAIS;36031;privé sous contrat;130;101.3;25.8
2023-2024;ORLEANS-TOURS;036;INDRE;0360543V;COLLEGE COLBERT;CHATEAUROUX;36044;public;351;99.0;34.6
2023-2024;ORLEANS-TOURS;036;INDRE;0360720M;COLLEGE GEORGE SAND;LA CHATRE;36046;public;413;96.2;29.4
2023-2024;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370013N;COLLEGE ANDRE DUCHESNE;L ILE BOUCHARD;37119;public;221;93.6;27.5
2023-2024;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370034L;COLLEGE BERNARD DE FONTENELLE;SAVIGNE SUR LATHAN;37241;public;322;97.7;26.7
2023-2024;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370045Y;COLLEGE FRANCOIS RABELAIS;TOURS;37261;public;495;111.7;41.7
2023-2024;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370732V;COLLEGE PRIVE MARMOUTIER;TOURS;37261;privé sous contrat;316;134.1;28.3
2023-2024;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370792K;COLLEGE HENRI BERGSON;SAINT CYR SUR LOIRE;37214;public;301;115.6;38.2
2023-2024;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370884K;COLLEGE MONTAIGNE;TOURS;37261;public;613;105.5;31.4
2023-2024;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370994E;COLLEGE HENRI BECQUEREL;AVOINE;37011;public;461;105.8;29.4
2023-2024;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0370995F;COLLEGE PIERRE DE RONSARD;BOURGUEIL;37031;public;387;103.7;31.8
2023-2024;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0371191U;COLLEGE LE PUITS DE LA ROCHE;RICHELIEU;37196;public;147;101.1;27.8
2023-2024;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0371209N;COLLEGE PHILIPPE DE COMMYNES;TOURS;37261;public;571;107.1;33.0
2023-2024;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0371248F;COLLEGE ANDRE MALRAUX;AMBOISE;37003;public;400;107.1;31.9
2023-2024;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0371325P;COLLEGE PRIVE SAINTE CLOTILDE SAINT JOSEPH;AMBOISE;37003;privé sous contrat;289;126.5;28.2
2023-2024;ORLEANS-TOURS;037;INDRE-ET-LOIRE;0371329U;COLLEGE PRIVE SAINT DENIS;LOCHES;37132;privé sous contrat;223;138.3;29.9
2023-2024;GRENOBLE;038;ISERE;0380002W;COLLEGE FLAVIUS VAUSSENAT;ALLEVARD;38006;public;478;118.5;33.3
2023-2024;GRENOBLE;038;ISERE;0380026X;COLLEGE LIERS ET LEMPS;LE GRAND LEMPS;38182;public;649;111.6;33.7
2023-2024;GRENOBLE;038;ISERE;0380055D;COLLEGE RAYMOND GUELEN;PONT EN ROYANS;38319;public;273;110.1;31.9
2023-2024;GRENOBLE;038;ISERE;0380087N;COLLEGE JOSEPH CHASSIGNEUX;VINAY;38559;public;558;110.6;32.6
2023-2024;GRENOBLE;038;ISERE;0381685A;COLLEGE PRIVE SAINT BAPTISTE;BEAUREPAIRE;38034;privé sous contrat;157;100.7;23.9
2023-2024;GRENOBLE;038;ISERE;0381703V;COLLEGE PRIVE JEANNE D ARC;LE PONT DE BEAUVOISIN;38315;privé sous contrat;441;119.5;29.2
2023-2024;GRENOBLE;038;ISERE;0381908T;COLLEGE LE VERGERON;MOIRANS;38239;public;515;116.3;36.2
2023-2024;GRENOBLE;038;ISERE;0382036G;COLLEGE CHARTREUSE;SAINT MARTIN LE VINOUX;38423;public;476;111.4;38.4
2023-2024;GRENOBLE;038;ISERE;0382042N;COLLEGE LA GARENNE;VOIRON;38563;public;588;114.1;42.6
2023-2024;GRENOBLE;038;ISERE;0382101C;COLLEGE JACQUES BREL;BEAUREPAIRE;38034;public;563;97.9;31.2
2023-2024;GRENOBLE;038;ISERE;0382104F;COLLEGE LOUIS ARAGON;VILLEFONTAINE;38553;public;506;83.5;26.7
