numero_uai,date_ouverture,date_fermeture,nature_uai,nature_uai_libe
0352151Y,1983-07-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0352160H,2001-09-01,2001-10-21,151,ECOLE DE NIVEAU ELEMENTAIRE
0352170U,1986-09-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0352208K,1989-09-01,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0352215T,1986-09-01,2005-08-31,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0352257N,1989-09-01,1993-08-31,101,ECOLE MATERNELLE
0352381Y,1993-08-04,1995-08-31,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE
0352716M,2005-09-01,2006-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0352792V,2009-09-01,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0352920J,2018-06-04,2023-07-21,151,ECOLE DE NIVEAU ELEMENTAIRE
0360060V,1967-04-05,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360084W,1967-04-05,1988-09-05,151,ECOLE DE NIVEAU ELEMENTAIRE
0360133Z,1967-03-10,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360161E,1967-03-10,2004-08-31,101,ECOLE MATERNELLE
0360176W,1967-03-10,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360187H,1967-03-10,1982-09-06,151,ECOLE DE NIVEAU ELEMENTAIRE
0360194R,1967-03-10,1978-09-14,151,ECOLE DE NIVEAU ELEMENTAIRE
0360245W,1967-03-10,1984-09-06,151,ECOLE DE NIVEAU ELEMENTAIRE
0360271Z,1967-03-10,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360273B,1967-03-10,2001-09-13,151,ECOLE DE NIVEAU ELEMENTAIRE
0360274C,1967-03-10,2011-08-31,101,ECOLE MATERNELLE
0360295A,1967-03-10,2022-08-31,101,ECOLE MATERNELLE
0360307N,1967-03-10,2015-08-31,101,ECOLE MATERNELLE
0360311T,1967-03-10,1991-11-29,151,ECOLE DE NIVEAU ELEMENTAIRE
0360357T,1967-04-05,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360365B,1967-04-05,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360366C,1967-04-05,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360393G,1967-04-05,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360405V,1967-03-10,1993-09-08,151,ECOLE DE NIVEAU ELEMENTAIRE
0360418J,1967-03-10,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360439G,1967-03-10,1985-09-08,151,ECOLE DE NIVEAU ELEMENTAIRE
0360443L,1967-03-10,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360453X,1967-04-05,1978-09-14,151,ECOLE DE NIVEAU ELEMENTAIRE
0360457B,1967-04-05,1980-09-10,151,ECOLE DE NIVEAU ELEMENTAIRE
0360462G,1967-04-05,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360465K,1967-04-05,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360468N,1967-04-05,1988-09-05,151,ECOLE DE NIVEAU ELEMENTAIRE
0360479A,1967-04-05,2019-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360481C,1967-04-05,1999-09-06,151,ECOLE DE NIVEAU ELEMENTAIRE
0360516R,1967-10-12,1991-08-31,320,LYCEE PROFESSIONNEL
0360531G,1968-10-28,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360627L,1967-04-25,1982-09-06,151,ECOLE DE NIVEAU ELEMENTAIRE
0360630P,1967-04-25,1982-09-06,151,ECOLE DE NIVEAU ELEMENTAIRE
0360636W,1967-04-25,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360638Y,1967-04-25,2008-07-02,151,ECOLE DE NIVEAU ELEMENTAIRE
0360643D,1967-04-25,2013-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360662Z,1972-05-30,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360670H,1973-01-25,1983-09-07,151,ECOLE DE NIVEAU ELEMENTAIRE
0360685Z,1974-09-17,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0360700R,1976-05-19,2010-08-31,101,ECOLE MATERNELLE
0360702T,1976-09-09,2010-08-31,101,ECOLE MATERNELLE
0360793S,1992-09-01,1999-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0360819V,1997-04-24,2022-08-31,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0370085S,1966-10-12,2014-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370089W,1966-10-12,2012-08-30,151,ECOLE DE NIVEAU ELEMENTAIRE
0370124J,1966-10-18,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370146H,1966-10-18,2015-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370200S,1966-10-17,1981-09-14,151,ECOLE DE NIVEAU ELEMENTAIRE
0370201T,1966-10-17,1981-09-14,151,ECOLE DE NIVEAU ELEMENTAIRE
0370204W,1966-10-15,1986-06-30,151,ECOLE DE NIVEAU ELEMENTAIRE
0370212E,1966-10-15,2016-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370222R,1966-10-17,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370229Y,1966-10-17,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370232B,1966-10-17,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370234D,1966-10-17,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370242M,1966-10-12,2008-08-31,101,ECOLE MATERNELLE
0370267P,1967-02-08,1993-10-21,101,ECOLE MATERNELLE
0370297X,1967-02-03,2011-08-31,101,ECOLE MATERNELLE
0370303D,1967-02-03,1988-08-31,101,ECOLE MATERNELLE
0370328F,1966-10-11,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370357M,1966-10-12,2011-09-01,151,ECOLE DE NIVEAU ELEMENTAIRE
0370402L,1966-10-10,1978-09-14,151,ECOLE DE NIVEAU ELEMENTAIRE
0370464D,1966-10-05,2019-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370477T,1966-09-27,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370500T,1966-09-27,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370502V,1966-09-27,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370513G,1966-09-26,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370525V,1966-10-05,2019-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370550X,1966-10-07,1983-08-31,101,ECOLE MATERNELLE
0370618W,1966-09-21,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370696F,1966-09-23,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370697G,1966-09-23,1986-06-30,151,ECOLE DE NIVEAU ELEMENTAIRE
0370803X,1969-06-19,1995-08-31,101,ECOLE MATERNELLE
0370807B,1969-06-19,2005-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370808C,1969-06-19,2005-08-31,101,ECOLE MATERNELLE
0370841N,1971-06-15,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370900C,1970-06-12,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370905H,1970-06-12,2005-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370907K,1970-06-12,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0370924D,1970-05-26,2015-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0701190N,2016-09-01,2021-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710002S,1985-09-01,2009-08-31,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0710040H,1965-05-01,2012-08-31,340,COLLEGE
0710105D,1975-09-15,2007-08-31,306,LYCEE POLYVALENT
0710109H,1972-09-15,1979-08-31,340,COLLEGE
0710116R,1967-04-19,2015-08-31,340,COLLEGE
0710120V,1967-01-23,2014-08-31,340,COLLEGE
0710122X,1967-01-23,2018-08-31,340,COLLEGE
0710160N,1960-09-01,2002-08-31,101,ECOLE MATERNELLE
0710181L,1946-09-01,2018-08-31,101,ECOLE MATERNELLE
0710202J,1929-10-01,2018-08-31,101,ECOLE MATERNELLE
0710250L,1958-10-01,2023-09-05,101,ECOLE MATERNELLE
0710271J,1966-10-01,2020-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710277R,1914-09-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710291F,1903-08-01,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710301S,1966-11-09,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710315G,1966-11-09,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710316H,1966-10-14,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710317J,1966-10-14,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710319L,1966-10-01,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710326U,1966-10-01,2021-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710332A,1952-09-01,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710352X,1966-10-01,2012-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710353Y,1966-10-01,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710356B,1927-09-01,2009-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710358D,1966-10-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710386J,1966-10-01,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710410K,1957-10-01,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710428E,1966-10-01,2007-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710453G,1966-10-01,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710479K,1963-09-01,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710516A,1966-10-01,2021-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710577S,1962-09-01,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710599R,1911-09-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710601T,1966-10-11,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710611D,1906-09-01,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710612E,1966-10-01,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710613F,1912-09-01,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710624T,1920-09-01,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710652Y,1966-10-01,2009-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710662J,1902-09-01,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710693T,1970-09-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710695V,1909-09-01,2016-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710700A,1967-09-01,2014-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710720X,1966-10-01,1998-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710727E,1958-10-01,2016-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710728F,1966-09-27,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710760R,1966-10-01,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710771C,1937-09-01,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710791Z,1910-09-01,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710794C,1966-10-01,2016-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710824K,1966-10-01,2005-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710826M,1966-10-07,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710832U,1966-10-07,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710840C,1901-09-01,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710845H,1966-09-29,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710853S,1959-09-01,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710862B,1966-10-01,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710884A,1966-10-19,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710903W,1966-09-29,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710911E,1966-10-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710918M,1979-09-01,2022-08-31,101,ECOLE MATERNELLE
0710929Z,1966-09-30,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710936G,1966-10-01,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710966P,1966-10-01,2006-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710977B,1902-09-01,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710980E,1966-10-01,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0710985K,1966-10-01,2005-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711000B,1966-10-19,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711038T,1966-10-01,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711042X,1956-10-01,2012-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711060S,1969-09-01,2012-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711061T,1968-09-01,2005-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711094D,1960-09-01,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711095E,1960-09-01,2013-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711122J,1969-09-01,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711138B,1952-09-01,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711144H,1969-09-01,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711145J,1930-09-01,1997-08-31,101,ECOLE MATERNELLE
0711200U,1960-09-01,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711212G,1971-03-16,1983-08-31,101,ECOLE MATERNELLE
0711247V,1971-09-01,2022-08-31,101,ECOLE MATERNELLE
0711273Y,1972-06-19,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711276B,1972-09-01,2017-08-31,101,ECOLE MATERNELLE
0711290S,1972-09-01,2023-08-31,101,ECOLE MATERNELLE
0711303F,1973-09-01,1991-08-31,101,ECOLE MATERNELLE
0711319Y,1976-09-15,1981-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0711345B,1974-09-01,2009-08-31,101,ECOLE MATERNELLE
0711360T,1976-09-01,1993-08-31,101,ECOLE MATERNELLE
0711367A,1975-09-01,2016-08-31,101,ECOLE MATERNELLE
0711380P,1976-09-01,2014-08-31,101,ECOLE MATERNELLE
0711388Y,1976-09-01,2003-08-31,101,ECOLE MATERNELLE
0711464F,1977-09-01,2003-08-31,101,ECOLE MATERNELLE
0711477V,1976-09-01,2017-08-31,101,ECOLE MATERNELLE
0711492L,1978-09-01,1999-08-31,101,ECOLE MATERNELLE
0711493M,1978-09-01,2005-08-31,101,ECOLE MATERNELLE
0711508D,1978-09-01,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711520S,1978-09-01,2020-08-31,101,ECOLE MATERNELLE
0711530C,1979-09-01,1994-08-31,101,ECOLE MATERNELLE
0711532E,1979-09-01,2007-08-31,101,ECOLE MATERNELLE
0711542R,1980-09-01,2021-08-31,101,ECOLE MATERNELLE
0711546V,1980-09-01,2013-08-31,101,ECOLE MATERNELLE
0711551A,1980-09-01,2015-08-31,101,ECOLE MATERNELLE
0711579F,1982-09-01,2002-08-31,101,ECOLE MATERNELLE
0711611R,1983-09-01,1991-08-31,101,ECOLE MATERNELLE
0711621B,1984-09-01,2005-08-31,101,ECOLE MATERNELLE
0711625F,1983-09-01,2005-08-31,101,ECOLE MATERNELLE
0711626G,1985-09-01,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711646D,1986-09-01,2019-08-31,101,ECOLE MATERNELLE
0711677M,1989-09-01,2007-08-31,101,ECOLE MATERNELLE
0711684V,1989-09-01,2008-08-31,101,ECOLE MATERNELLE
0711740F,1993-05-01,2000-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0711741G,1993-05-01,2000-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0711744K,1993-05-01,2000-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0711747N,1993-05-01,2000-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0711753V,1993-05-01,2009-08-31,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0711812J,2000-09-01,2022-08-31,101,ECOLE MATERNELLE
0711845V,2003-03-31,2007-08-31,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0711872Z,2005-09-01,2021-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711907M,2007-09-01,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0711917Y,2011-11-01,2014-07-06,101,ECOLE MATERNELLE
0711936U,2019-09-01,2022-01-17,151,ECOLE DE NIVEAU ELEMENTAIRE
0720097P,1967-01-25,2003-08-31,101,ECOLE MATERNELLE
0720118M,1967-01-26,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720125V,1967-01-26,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720230J,1966-10-10,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720232L,1966-10-10,1980-08-31,101,ECOLE MATERNELLE
0720257N,1966-10-10,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720264W,1966-10-10,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720297G,1966-10-06,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720345J,1967-01-23,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720370L,1967-01-24,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0720407B,1966-10-12,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
